hn,date_of_submission,species,submitted_sample,submitted_sample_category,vitek_id,bacteria_genus,report_issued_date,type,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_cefalexin,ans_cefazolin,ans_cefixime,ans_cefovecin,ans_cefpodoxime,ans_ceftriaxone,ans_chloramphenicol,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_metronidazole,ans_nitrofurantoin,ans_piperacillin/tazobactam,ans_polymyxin b,ans_pradofloxacin,ans_rifampicin,ans_tetracycline,ans_trimethoprim/sulfamethoxazole,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole,id
6103270,2019-02-14,dog,opened wound,wound,GN,proteus,2019-02-25,train,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,S,S,R,R,,R,R,R,R,,R,,S,,R,,R,R,,,,R,S,R,1760
6205375,2019-05-01,cat,ear exudate,ear,GN,pseudomonas,2019-05-07,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,1988
6113301,2018-10-01,dog,urine,urinary tract,GN,proteus,2018-10-04,train,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,I,,S,S,S,R,,R,,R,,R,,R,S,,,,R,I,R,1365
5604502,2016-07-01,dog,ub mucosa,urinary tract,GN,escherichia,2016-07-03,train,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,I,R,286
6212492,2019-12-07,dog,urine,urinary tract,GN,escherichia,2019-12-13,train,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,S,S,S,S,S,I,R,-,R,S,R,S,S,,,R,,R,,R,2193
6400422,2021-01-18,dog,abscess,abscess,GN,aeromonas,2021-01-21,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,I,,,,,,,S,,S,,S,I,S,,,,,,,S,,S,2971
6314848,2020-12-08,cat,pleural fluid,pleural effusion,GN,neisseria,2020-12-15,train,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,R,S,S,S,S,,S,,S,S,,-,S,,S,,S,,,,,S,,,2951
5511896,2018-03-06,dog,urine,urinary tract,GN,proteus,2018-03-12,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,R,R,R,R,,R,,R,,R,,R,R,,,,R,I,R,926
-,2016-12-05,cat,urine,urinary tract,GN,acinetobacter,2016-12-14,train,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,,R,R,R,,R,R,R,R,,S,,S,S,S,,R,S,S,,S,S,S,S,292
6101755,2019-08-28,dog,urine,urinary tract,GN,escherichia,2019-09-02,train,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,R,R,S,,I,S,S,I,,R,-,S,S,R,,I,R,,,,R,S,S,1753
6010571,2018-11-26,dog,exudate,exudate,GN,pseudomonas,2018-11-30,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,R,R,R,,,S,,,,,R,,1419
6113681,2018-11-19,dog,ub mucosa,urinary tract,GN,pasteurella,2018-11-22,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,,,S,,S,1432
5508293,2016-12-06,dog,ub mucosa,urinary tract,GN,pseudomonas,2016-12-15,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,24
6405415,2021-04-30,dog,pus,skin,GN,pseudomonas,2021-05-07,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,R,,,,,,,,,,I,,R,S,S,,,,,,,,,,3000
5800357,2016-08-23,dog,mass,mass,GN,pseudomonas,2016-08-29,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,-,R,I,R,,R,S,S,,,R,R,R,57
6304905,2020-05-05,cat,wound,wound,GN,escherichia,2020-05-14,train,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,S,R,R,R,R,R,R,R,S,S,S,+,S,S,S,S,S,,,S,,R,,S,2584
5517759,2020-06-11,dog,urine,urinary tract,GN,escherichia,2020-06-16,train,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,S,S,S,S,S,S,S,-,S,S,S,S,S,,,S,,S,,S,3071
6101151,2018-01-22,dog,urine,urinary tract,GN,escherichia,2018-01-25,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,S,I,R,S,,R,S,S,I,,R,-,R,S,R,,S,R,,,,R,I,R,876
5912675,2020-04-27,dog,ear exudate,ear,GN,klebsiella,2020-05-05,train,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,R,S,S,S,R,R,R,-,R,S,R,S,R,,,R,,R,,R,2565
6112575,2018-08-31,dog,pus,skin,GN,pseudomonas,2018-09-05,train,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,S,S,R,,,I,,,,,S,,1290
5911006,2016-08-10,cat,urine,urinary tract,GN,escherichia,2016-08-11,train,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,S,S,S,S,,R,-,R,S,R,,S,I,,,,R,I,R,109
6111802,2018-08-18,cat,abdominal cavity,abdomen,GN,acinetobacter,2018-08-27,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,S,,S,S,S,,,S,,,,S,S,S,1256
เธฃเธเธช.เน€เธเธฃเธดเธเธชเธธเธ (เธเธเธก),2021-04-23,dog,urine,urinary tract,GN,escherichia,2021-04-28,train,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,S,S,S,S,S,S,S,-,S,S,S,S,S,,,S,,S,,S,3059
6308384,2020-09-01,cat,nasal conchae,nasal cavity,GN,achromobacter,2020-09-10,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,R,,,,,,,,R,I,I,,R,S,R,,,,,,,R,,S,2831
6214606,2019-11-11,dog,abdominal cavity,abdomen,GN,escherichia,2019-11-15,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,R,R,R,R,I,R,R,-,R,S,R,S,S,,,R,,R,,R,2235
5512524,2019-02-17,dog,skin swab,skin,GN,pseudomonas,2019-02-21,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,,1561
6213248,2019-10-08,cat,wound,wound,GN,pasteurella,2019-10-16,train,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,S,S,S,,,S,S,S,,S,,S,S,S,S,,,,S,,S,,S,2204
เธฃเธเธช.เธชเธธเธงเธฃเธฃเธ“เธเธฒเธ” เธชเธฐเธเธฒเธเธชเธนเธ (Tom),,dog,urine,urinary tract,GN,klebsiella,2018-10-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,S,R,R,R,,R,R,I,R,,R,-,R,S,R,,S,R,,,,R,R,S,1399
5704362,2016-08-19,dog,urine,urinary tract,GN,proteus,2016-08-25,train,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,I,R,S,,S,S,S,R,,R,,R,,R,,R,R,,,,R,I,R,49
6304765,2020-06-10,dog,vas deferens,extremely rare,GN,escherichia,2020-06-16,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,R,R,R,R,R,R,R,+,R,S,R,I,S,,,R,,R,,R,3102
6100920,2018-01-17,dog,ear,ear,GN,pseudomonas,2018-01-23,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,869
5905710,2017-01-29,dog,exudate,exudate,GN,pseudomonas,2017-02-02,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,S,S,S,,R,R,S,I,,S,,S,S,S,,I,S,,,,S,S,S,412
6207061,2019-07-30,dog,ub mucosa,urinary tract,GN,pseudomonas,2019-08-05,train,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,R,S,,,S,,,,,S,,2048
6106581,2018-10-16,cat,urine,urinary tract,GN,klebsiella,2018-10-19,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,S,R,R,R,,I,I,I,R,,I,-,S,S,S,,S,R,,,,R,S,R,1350
5911347,2017-02-12,cat,thoracic,xxrare,GN,acinetobacter,2017-02-20,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,S,R,S,,S,I,I,R,,S,,R,S,S,,R,R,,,S,R,S,S,427
6311798,2020-09-30,dog,urine,urinary tract,GN,proteus,2020-10-06,train,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,I,R,S,S,S,S,S,S,R,S,,R,S,S,,R,,,S,,R,,S,2899
6116408,2018-12-12,dog,urolith,urinary tract,GN,pseudomonas,2018-12-19,train,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,1506
6106139,2018-05-29,dog,exudate,exudate,GN,pseudomonas,2018-06-04,train,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,1107
6013823,2018-10-18,dog,omental fat,extremely rare,GN,pseudomonas,2018-10-24,train,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,,1341
6001349,2017-01-25,dog,urine,urinary tract,GN,escherichia,2017-01-31,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,R,+,R,S,R,,S,R,,,,S,I,S,489
5918629,2016-11-27,dog,exudate,exudate,GN,pseudomonas,2016-12-01,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,S,I,S,,R,I,S,,,R,S,R,207
6013835,2020-02-26,dog,urine,urinary tract,GN,proteus,2020-03-02,train,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,S,S,S,S,S,R,S,,S,S,S,S,R,,,I,,R,,S,2485
6303770,2020-04-01,cat,surgical site,surgical site,GN,klebsiella,2020-04-07,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,R,R,R,R,R,R,R,S,R,R,R,-,R,S,R,S,R,,,R,,R,,S,2548
6007829,2017-05-26,dog,urine,urinary tract,GN,klebsiella,2017-06-01,train,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,,S,S,S,S,,R,-,S,S,R,,I,R,,,,R,I,R,599
6206023,2019-05-10,dog,opened wound,wound,GN,escherichia,2019-05-15,train,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,R,R,R,,S,S,S,S,,R,-,S,S,R,,S,R,,,,R,S,S,2009
5501395,2016-12-22,dog,urine,urinary tract,GN,klebsiella,2016-12-28,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,-,R,S,R,,I,R,,,,R,R,R,16
เธจเธงเธดเธ•เธฒ เธชเธฑเธเธ•เธดเธงเธดเธ เธฒเธฃเธฑเธ•เธเน (เธเธฒเธเน€เธฅเธ),2021-04-06,other,wound,wound,GN,aeromonas,2021-04-16,train,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,S,I,,,,S,,S,S,,S,,S,S,S,,,,,,,S,,S,3069
5905810,2017-01-06,dog,sputum swab,oral,GN,klebsiella,2017-01-12,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,R,+,R,S,R,,I,R,,,,R,R,R,414
5901732,2017-07-07,dog,urine,urinary tract,GN,proteus,2017-07-14,train,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,I,I,I,,S,S,S,R,,R,,S,,R,,R,S,,,,R,S,R,398
6202894,2019-03-05,dog,urine,urinary tract,GN,proteus,2019-03-11,train,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,S,,S,S,S,I,,S,,S,,S,,R,S,,,,R,S,S,1921
5500482,2017-08-01,dog,ear swab,ear,GN,pseudomonas,2017-08-04,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,,,,R,S,R,293
5904290,2020-01-16,dog,x swab from abdominal cavity,abdomen,GN,enterobacter,2020-01-22,train,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,,R,R,S,R,S,S,S,S,,S,S,S,S,S,,,S,,S,,S,2405
6007003,2021-04-22,dog,urine,urinary tract,GN,klebsiella,2021-04-27,train,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,S,S,S,S,S,S,S,-,S,S,S,S,I,,,S,,S,,S,2693
5910651,2016-07-25,dog,ub mucosa,urinary tract,GN,proteus,2016-08-08,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,R,,S,S,S,S,,S,,S,,S,,R,S,,,,R,S,S,107
เธฃเธเธช.เน€เธเธฃเธดเธเธชเธธเธ (Coco),2018-11-26,dog,urine,urinary tract,GN,escherichia,2018-11-29,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,R,+,R,S,R,,S,R,,,,R,R,R,1474
6405630,2021-05-08,dog,ear swab,ear,GN,pseudomonas,2021-05-14,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,I,,,,,,,,,,I,,I,S,S,,,,,,,,,,3001
5901490,2018-10-27,dog,ear swab,ear,GN,proteus,2018-11-01,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,R,S,S,I,,S,S,S,S,,S,,I,,S,,R,S,,,,R,I,S,1411
6311108,2020-09-22,cat,nasal cavity,nasal cavity,GN,pseudomonas,2020-09-28,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,I,,,,,,,,,,R,,R,S,R,,,,,,,,,,2880
5519148,2016-07-04,dog,urine,urinary tract,GN,klebsiella,2016-07-05,train,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,-,R,S,R,,S,R,,,,R,R,R,288
6201794,2019-02-13,cat,urine,urinary tract,GN,pseudomonas,2019-02-20,train,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,S,,S,I,S,,,S,,,,,S,,1896
6202565,2019-12-06,dog,abdominal cavity,abdomen,GN,serratia,2019-12-13,train,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,S,R,,R,R,S,,S,I,S,S,,S,,S,S,R,,,S,,R,,S,1910
5904962,2020-12-02,cat,opened wound,wound,GN,proteus,2020-12-08,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,R,S,S,S,S,S,R,S,,S,S,S,S,R,,,S,,R,,S,2656
6010239,2017-07-16,cat,exudate,exudate,GN,pseudomonas,2017-07-20,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,,R,S,R,,R,S,S,,,R,R,R,644
6212735,2019-09-27,cat,urine,urinary tract,GN,proteus,2019-10-03,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,R,R,R,R,,S,,R,,S,,R,R,,,,R,I,R,2197
6117065,2018-12-06,cat,urine,urinary tract,GN,escherichia,2018-12-12,train,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,,S,S,S,S,,R,-,S,S,R,,S,S,,,,S,S,S,1515
5918650,2016-11-27,dog,urine,urinary tract,GN,pseudomonas,2016-12-01,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,208
6208394,2019-06-30,cat,urine,urinary tract,GN,escherichia,2019-07-04,train,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,R,S,S,2086
6018902,2017-12-20,cat,bite wound,wound,GN,pseudomonas,2017-12-25,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,I,,S,S,S,,R,S,S,,,R,S,R,807
